cdigo,cd_pai,nome,CJF,CNJ,FTR,JE1G,JE2G,JEFP,JEJE,JETR,JF1G,JF2G,JFJE,JFTNU,JFTRU,JME,JME1,JMU,JMU1,JT1G,JT2G,JTTST,STF,STJ,TEU
15500,3,Prorrogação de Medida de Proteção do Estatuto do Idoso,,,,X,X,,,,,,,,,,,,,,,,X,X,
15501,817,Medida de Proteção do Estatuto da Criança e do Adolescente,,,,X,X,,,,,,,,,,,,,,,,X,X,
15502,888,Medida de Proteção do Estatuto da Criança e do Adolescente,,,,X,X,,,,,,,,,,,,,,,,X,X,
15503,968,Medida de Proteção do Estatuto da Criança e do Adolescente,,,,X,X,,,,,,,,,,,,,,,,X,X,
15504,157,Medida de Proteção do Estatuto da Criança e do Adolescente,,,,X,X,,,,,,,,,,,,,,,,X,X,
15505,3,Prorrogação de Medida de Proteção do Estatuto da Criança e do Adolescente,,,,X,X,,,,,,,,,,,,,,,,X,X,
15506,817,Medida de Proteção da Lei 13.431/2017,,,,X,X,,,,X,X,,,,X,X,X,X,,,,X,X,
15507,888,Medida de Proteção da Lei 13.431/2017,,,,X,X,,,,X,X,,,,X,X,X,X,,,,X,X,
15508,968,Medida de Proteção da Lei 13.431/2017,,,,X,X,,,,X,X,,,,X,X,X,X,,,,X,X,
15509,157,Medida de Proteção da Lei 13.431/2017,,,,X,X,,,,X,X,,,,X,X,X,X,,,,X,X,
15510,3,Prorrogação de Medida de Proteção da Lei 13.431/2017,,,,X,X,,,,X,X,,,,X,X,X,X,,,,X,X,
